<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AFLT,D,20181010,000000,102.0000000,105.0500000,101.7000000,102.1500000,3406700
AFLT,D,20181011,000000,101.0000000,102.1500000,100.1000000,100.9000000,3521500
AFLT,D,20181012,000000,101.0000000,104.1500000,101.0000000,102.0000000,3196300
AFLT,D,20181015,000000,101.9000000,102.9000000,100.1500000,100.1500000,3406500
AFLT,D,20181016,000000,100.2500000,101.2500000,98.5000000,99.0000000,4330300
AFLT,D,20181017,000000,99.8500000,100.4500000,97.6500000,98.0000000,3678700
AFLT,D,20181018,000000,97.6500000,97.8500000,95.2000000,96.0000000,6676400
AFLT,D,20181019,000000,95.8500000,97.2500000,94.7000000,95.5000000,4037500
AFLT,D,20181022,000000,94.9000000,96.7000000,91.5000000,92.4000000,4342600
AFLT,D,20181023,000000,91.5000000,92.4500000,89.4500000,92.3000000,5656000
AFLT,D,20181024,000000,92.7000000,94.0000000,91.8000000,92.9000000,4357100
AFLT,D,20181025,000000,91.6000000,93.8000000,90.6500000,91.8500000,3116800
AFLT,D,20181026,000000,92.0000000,92.5000000,89.9500000,91.6000000,3430200
AFLT,D,20181029,000000,90.4000000,94.7000000,90.4000000,94.0500000,5136900
AFLT,D,20181030,000000,94.1500000,98.2500000,93.7000000,98.2500000,7256300
AFLT,D,20181031,000000,98.4500000,99.9000000,96.5000000,97.2500000,7430600
AFLT,D,20181101,000000,97.8800000,98.5000000,96.0000000,96.8800000,5811400
AFLT,D,20181102,000000,97.0400000,101.7800000,95.7200000,101.7800000,10659250
AFLT,D,20181106,000000,101.3600000,103.8000000,100.2400000,102.4000000,4492610
AFLT,D,20181107,000000,102.0000000,102.1800000,98.8800000,100.6000000,6008800
AFLT,D,20181108,000000,100.5200000,100.9400000,97.6200000,98.5000000,5640200
AFLT,D,20181109,000000,98.1000000,98.1400000,95.1400000,95.1400000,5590790
AFLT,D,20181112,000000,95.8800000,98.0000000,95.7000000,96.9000000,4161680
AFLT,D,20181113,000000,97.0000000,97.9200000,95.6400000,97.4000000,3518730
AFLT,D,20181114,000000,97.9600000,103.3000000,97.2400000,103.3000000,10857650
AFLT,D,20181115,000000,103.3200000,104.1000000,101.5600000,102.7400000,5792830
AFLT,D,20181116,000000,102.9200000,103.2000000,100.4400000,101.2000000,4463540
AFLT,D,20181119,000000,102.1000000,102.6000000,98.5400000,98.7200000,4015260
AFLT,D,20181120,000000,98.5000000,102.5000000,98.2400000,102.2000000,5580950
AFLT,D,20181121,000000,102.2000000,109.4400000,102.1000000,108.8000000,21245680
AFLT,D,20181122,000000,108.8200000,109.9000000,106.5000000,109.9000000,7590480
AFLT,D,20181123,000000,109.9200000,113.9000000,109.3800000,113.7400000,11715770
AFLT,D,20181126,000000,113.5000000,113.7600000,108.3800000,110.9000000,10123220
AFLT,D,20181127,000000,110.5000000,115.8000000,110.2000000,113.2800000,10302570
AFLT,D,20181128,000000,113.1400000,114.8600000,111.5200000,113.6000000,4327170
AFLT,D,20181129,000000,114.0400000,116.5600000,113.1400000,113.1400000,9594500
AFLT,D,20181130,000000,112.9400000,119.4400000,112.4000000,114.4000000,14190650
AFLT,D,20181203,000000,114.3600000,115.0000000,110.0400000,111.8400000,9600420
AFLT,D,20181204,000000,111.5200000,111.6000000,106.7000000,106.7000000,10912310
AFLT,D,20181205,000000,106.9200000,109.7200000,106.9200000,107.8000000,6805140
AFLT,D,20181206,000000,108.2400000,109.2800000,105.5000000,106.4400000,5003190
AFLT,D,20181207,000000,107.0800000,108.5600000,103.7000000,103.7000000,7416340
AFLT,D,20181210,000000,104.4800000,105.4800000,99.6600000,101.0200000,10984040
AFLT,D,20181211,000000,101.3400000,103.3800000,100.6600000,102.7200000,4471580
AFLT,D,20181212,000000,102.7800000,103.3000000,101.0200000,101.8000000,3401850
AFLT,D,20181213,000000,102.1000000,103.2000000,101.1200000,102.0000000,3732020
AFLT,D,20181214,000000,101.5400000,102.2000000,100.0000000,102.1000000,4016820
AFLT,D,20181217,000000,102.1400000,102.4400000,100.6200000,101.0400000,2311240
AFLT,D,20181218,000000,100.6400000,105.4000000,100.6200000,101.6000000,8405510
AFLT,D,20181219,000000,102.4200000,104.5000000,101.5400000,102.0000000,7467210
AFLT,D,20181220,000000,101.9200000,103.0000000,101.0000000,102.0200000,4613650
AFLT,D,20181221,000000,103.2800000,103.3600000,101.3800000,102.2000000,3398680
AFLT,D,20181224,000000,102.2000000,102.3400000,101.6200000,102.1000000,1748850
AFLT,D,20181225,000000,102.1000000,103.0000000,100.0000000,100.8000000,4229860
AFLT,D,20181226,000000,100.9600000,101.9200000,100.6200000,101.0200000,2576080
AFLT,D,20181227,000000,102.0000000,102.2000000,100.2000000,100.5000000,3420770
AFLT,D,20181228,000000,101.1000000,101.4400000,100.4000000,101.0000000,2969290
AFLT,D,20181229,000000,101.1000000,101.4000000,100.6600000,101.1800000,712810
AFLT,D,20190103,000000,101.9000000,101.9000000,100.7200000,101.5000000,1701180
AFLT,D,20190104,000000,101.6400000,101.6800000,100.8000000,101.1000000,1320330
AFLT,D,20190108,000000,101.5000000,101.8400000,100.8000000,101.1000000,1261120
AFLT,D,20190109,000000,101.1400000,103.1800000,100.8600000,102.0600000,5536540
AFLT,D,20190110,000000,102.7200000,105.1400000,102.4600000,105.1400000,6185320
AFLT,D,20190111,000000,105.0400000,106.5000000,104.6000000,104.6600000,5804770
AFLT,D,20190114,000000,104.6800000,106.9600000,103.7600000,106.2200000,4634900
AFLT,D,20190115,000000,106.6800000,107.2000000,105.2200000,106.9800000,6097160
AFLT,D,20190116,000000,106.5200000,109.2600000,106.1400000,108.4000000,5837650
AFLT,D,20190117,000000,108.3400000,109.8400000,107.5600000,109.0600000,6076010
AFLT,D,20190118,000000,109.2400000,110.3000000,106.7400000,107.0000000,7869740
AFLT,D,20190121,000000,107.0800000,107.4800000,105.6000000,105.8000000,4697530
AFLT,D,20190122,000000,105.7200000,106.9600000,105.2400000,105.2400000,3019390
AFLT,D,20190123,000000,105.2200000,106.5400000,105.2200000,105.4000000,2953780
AFLT,D,20190124,000000,105.6000000,106.0400000,104.7800000,105.3800000,3442370
AFLT,D,20190125,000000,105.7600000,106.7600000,104.9200000,105.7000000,3179780
AFLT,D,20190128,000000,105.9000000,106.8000000,105.0600000,105.8000000,2546400
AFLT,D,20190129,000000,105.7200000,106.3000000,105.2600000,106.1000000,1940730
AFLT,D,20190130,000000,106.1000000,109.0800000,106.0200000,108.6000000,8414650
AFLT,D,20190131,000000,109.1000000,109.7000000,107.1000000,107.9200000,5836590
AFLT,D,20190201,000000,108.0800000,108.5600000,105.0800000,105.2200000,7734300
AFLT,D,20190204,000000,105.3000000,106.2200000,102.4200000,102.4400000,9686130
AFLT,D,20190205,000000,100.2400000,103.3000000,100.0200000,102.2600000,11704740
AFLT,D,20190206,000000,102.7800000,102.8000000,101.7800000,102.0000000,4596570
AFLT,D,20190207,000000,101.6000000,102.2000000,101.1200000,101.6200000,3371020
AFLT,D,20190208,000000,102.4200000,102.4400000,101.5200000,101.9000000,1928850
AFLT,D,20190211,000000,101.9800000,102.4800000,101.6800000,101.7800000,2490000
AFLT,D,20190212,000000,102.0000000,102.7000000,101.6200000,102.7000000,3966890
AFLT,D,20190213,000000,102.1200000,102.4200000,100.0000000,100.1400000,6601730
AFLT,D,20190214,000000,100.0000000,101.8600000,99.0600000,101.3600000,5678380
AFLT,D,20190215,000000,101.7000000,102.3200000,100.6600000,101.6200000,3072780
AFLT,D,20190218,000000,101.5400000,102.4800000,100.7200000,100.7400000,2006510
AFLT,D,20190219,000000,100.9600000,101.2400000,99.5600000,100.0000000,4944840
AFLT,D,20190220,000000,100.9400000,101.2400000,99.7200000,100.0400000,4281930
AFLT,D,20190221,000000,100.2000000,100.4800000,99.7600000,100.0000000,4411530
AFLT,D,20190222,000000,100.1400000,100.2600000,99.9200000,100.1200000,2059220
AFLT,D,20190225,000000,100.1000000,100.3800000,99.3600000,100.0400000,4908620
AFLT,D,20190226,000000,100.0000000,100.2200000,98.3600000,98.9800000,4802510
AFLT,D,20190227,000000,99.0000000,99.4400000,95.9600000,97.7000000,9684910
AFLT,D,20190228,000000,97.4200000,97.5600000,95.7800000,97.1000000,4357070
AFLT,D,20190301,000000,96.5400000,97.7400000,96.5400000,96.7600000,3490930
AFLT,D,20190304,000000,96.6400000,98.8800000,96.6400000,98.3600000,3917010
AFLT,D,20190305,000000,96.3800000,97.0000000,94.5000000,96.2600000,7383300
AFLT,D,20190306,000000,96.8000000,98.7800000,96.2800000,98.1200000,7137920
AFLT,D,20190307,000000,98.2200000,99.9000000,97.3000000,99.6800000,6946910
AFLT,D,20190311,000000,99.7600000,102.5000000,99.2400000,102.1000000,10105380
AFLT,D,20190312,000000,102.3000000,102.6200000,100.1200000,100.2200000,3428390
AFLT,D,20190313,000000,100.3600000,100.9000000,99.4000000,100.5000000,3424760
AFLT,D,20190314,000000,100.0000000,101.3000000,98.2000000,99.6600000,5048700
AFLT,D,20190315,000000,99.5200000,100.3800000,99.0400000,100.0800000,3709580
AFLT,D,20190318,000000,100.0800000,100.5200000,99.1200000,99.9200000,3738330
AFLT,D,20190319,000000,99.8200000,100.3800000,99.2400000,99.4600000,1869350
AFLT,D,20190320,000000,99.8600000,99.9200000,98.2000000,98.2200000,4252430
AFLT,D,20190321,000000,98.5400000,98.6000000,97.1600000,97.3000000,4876910
AFLT,D,20190322,000000,97.7000000,97.7000000,96.5800000,97.6600000,3407690
AFLT,D,20190325,000000,96.6400000,98.4600000,96.2600000,97.0000000,3962820
AFLT,D,20190326,000000,97.1200000,97.5600000,96.8400000,97.0200000,1644670
AFLT,D,20190327,000000,97.3200000,97.4000000,96.0600000,96.1000000,3833880
AFLT,D,20190328,000000,96.2600000,97.0000000,95.8600000,96.7000000,1421600
AFLT,D,20190329,000000,96.9000000,97.3800000,96.0600000,96.3000000,3467230
AFLT,D,20190401,000000,96.6400000,97.7800000,96.3400000,97.7800000,2342160
AFLT,D,20190402,000000,97.5200000,98.8800000,97.5200000,98.3600000,2678940
AFLT,D,20190403,000000,98.5200000,99.3400000,97.7200000,98.5000000,2866810
AFLT,D,20190404,000000,98.0800000,98.9600000,97.8600000,98.3600000,1030200
AFLT,D,20190405,000000,98.6400000,99.6600000,97.8800000,99.5400000,2696560
AFLT,D,20190408,000000,99.7400000,99.8800000,98.4400000,98.5800000,1452420
AFLT,D,20190409,000000,98.5800000,98.9800000,96.7600000,97.2400000,2898590
AFLT,D,20190410,000000,97.4000000,98.2200000,96.8200000,97.3200000,3068640
AFLT,D,20190411,000000,97.3200000,98.6200000,97.0000000,98.4000000,2734810
AFLT,D,20190412,000000,98.5800000,98.9000000,97.3400000,98.2200000,2962750
AFLT,D,20190415,000000,97.8400000,98.8800000,97.7000000,98.7200000,2466120
AFLT,D,20190416,000000,99.0000000,99.4000000,98.1000000,99.1200000,2915680
AFLT,D,20190417,000000,99.3000000,99.3800000,98.2800000,98.6200000,1722710
AFLT,D,20190418,000000,98.6600000,99.1000000,98.0000000,98.0000000,1010450
AFLT,D,20190419,000000,98.3000000,98.4400000,97.5000000,97.6000000,718440
AFLT,D,20190422,000000,97.8400000,98.3000000,97.5200000,97.6000000,1409680
AFLT,D,20190423,000000,97.7400000,97.8600000,96.5600000,96.8000000,2774430
AFLT,D,20190424,000000,96.8000000,97.1200000,96.1400000,96.3200000,2191640
AFLT,D,20190425,000000,96.5200000,97.1400000,96.0000000,96.3400000,2554480
AFLT,D,20190426,000000,96.3400000,97.1200000,96.0000000,97.1200000,2485360
AFLT,D,20190429,000000,96.8800000,97.5000000,96.5400000,96.9800000,1842490
AFLT,D,20190430,000000,96.9400000,97.3000000,96.3200000,96.3200000,3900770
AFLT,D,20190502,000000,96.4200000,96.8600000,95.5200000,96.8600000,1432950
AFLT,D,20190503,000000,96.9200000,96.9800000,96.1400000,96.7000000,1409450
AFLT,D,20190506,000000,93.6400000,95.5600000,92.7000000,94.9400000,6112150
AFLT,D,20190507,000000,95.0000000,95.4200000,94.3000000,94.5000000,2546340
AFLT,D,20190508,000000,94.5000000,94.9800000,94.2400000,94.2400000,2471530
AFLT,D,20190510,000000,94.3600000,94.5800000,92.9000000,92.9000000,2495580
AFLT,D,20190513,000000,93.5000000,93.7000000,91.1600000,91.2800000,3412320
AFLT,D,20190514,000000,91.4000000,92.9000000,91.2600000,91.6000000,2674270
AFLT,D,20190515,000000,91.9800000,92.3000000,90.0800000,90.0800000,3800850
AFLT,D,20190516,000000,90.3600000,92.9600000,90.1200000,91.6800000,5225320
AFLT,D,20190517,000000,91.6800000,92.4800000,91.0200000,91.9600000,2426370
AFLT,D,20190520,000000,92.1000000,92.2000000,90.8400000,91.0800000,2314450
AFLT,D,20190521,000000,91.1400000,91.6000000,90.3200000,90.7600000,2201610
AFLT,D,20190522,000000,90.6000000,91.3800000,90.2000000,91.0000000,2152540
AFLT,D,20190523,000000,91.2600000,91.4800000,90.6000000,90.7400000,2698960
AFLT,D,20190524,000000,90.9800000,91.7200000,90.9400000,91.0000000,3338990
AFLT,D,20190527,000000,91.1800000,91.4400000,90.6400000,91.2000000,1454340
AFLT,D,20190528,000000,91.3800000,91.5800000,90.6800000,90.6800000,3019560
AFLT,D,20190529,000000,90.7800000,91.2000000,89.7000000,91.1200000,3234600
AFLT,D,20190530,000000,91.1200000,91.4800000,90.3600000,90.4200000,1288960
AFLT,D,20190531,000000,90.5600000,94.6000000,90.5000000,93.8000000,14342970
AFLT,D,20190603,000000,93.4000000,96.8000000,93.2200000,96.8000000,15734510
AFLT,D,20190604,000000,97.0400000,98.5000000,95.7600000,96.3400000,5661000
AFLT,D,20190605,000000,96.4000000,96.8400000,94.5000000,96.1000000,3489180
AFLT,D,20190606,000000,96.1000000,97.3600000,95.5600000,96.0200000,3742250
AFLT,D,20190607,000000,95.8400000,96.7000000,95.2400000,95.8600000,2082430
AFLT,D,20190610,000000,95.8000000,96.6200000,95.0000000,95.4000000,2311370
AFLT,D,20190611,000000,95.4000000,96.8600000,95.1200000,95.6000000,3686340
AFLT,D,20190613,000000,95.7000000,98.4000000,95.4400000,98.1800000,7160650
AFLT,D,20190614,000000,98.3400000,98.8000000,97.1600000,97.6600000,5464530
AFLT,D,20190617,000000,97.9000000,100.8200000,97.7800000,100.3800000,10720360
AFLT,D,20190618,000000,100.0000000,101.8200000,99.0200000,99.3000000,9201860
AFLT,D,20190619,000000,99.6800000,99.9200000,98.3400000,99.2600000,5086040
AFLT,D,20190620,000000,98.7800000,99.8800000,97.3200000,98.9000000,7579740
AFLT,D,20190621,000000,99.2000000,100.6600000,98.9800000,100.0400000,6966540
AFLT,D,20190624,000000,100.2000000,100.8800000,99.8200000,100.2400000,2412990
AFLT,D,20190625,000000,100.1800000,102.2000000,99.9000000,101.3000000,7631000
AFLT,D,20190626,000000,101.4000000,102.4000000,101.0400000,101.5200000,3172110
AFLT,D,20190627,000000,101.5400000,102.8000000,101.3000000,102.3200000,4540760
AFLT,D,20190628,000000,102.3800000,102.7400000,101.2200000,101.7600000,2757800
AFLT,D,20190701,000000,102.0200000,102.3000000,100.0600000,101.4600000,4873200
AFLT,D,20190702,000000,101.0000000,101.3800000,100.7000000,100.9000000,2961870
AFLT,D,20190703,000000,101.2600000,104.6000000,101.2200000,104.6000000,12469860
AFLT,D,20190704,000000,102.5200000,110.8000000,102.4400000,110.6000000,28270620
AFLT,D,20190705,000000,110.9200000,112.8000000,108.2000000,110.0000000,14898330
AFLT,D,20190708,000000,109.0000000,110.3200000,107.5400000,108.5000000,5060830
AFLT,D,20190709,000000,108.0000000,108.7600000,105.5600000,106.9400000,6349920
AFLT,D,20190710,000000,106.9000000,109.8400000,106.4200000,108.6200000,7017300
AFLT,D,20190711,000000,108.8000000,109.4800000,106.7000000,107.8200000,4730310
AFLT,D,20190712,000000,107.9400000,109.8000000,107.0000000,109.0800000,4807630
AFLT,D,20190715,000000,109.1400000,111.3200000,108.5000000,108.5000000,4486310
AFLT,D,20190716,000000,108.7000000,109.3400000,107.5600000,107.7000000,4091710
AFLT,D,20190717,000000,107.7000000,108.3400000,106.2600000,108.2000000,2950500
AFLT,D,20190718,000000,107.9600000,108.6400000,107.0400000,107.5400000,1443470
AFLT,D,20190719,000000,107.8600000,108.6200000,107.6200000,108.0200000,2036680
AFLT,D,20190722,000000,108.3000000,108.5400000,107.6000000,108.2000000,1575850
AFLT,D,20190723,000000,108.0800000,108.2200000,107.3600000,108.1000000,3518430
AFLT,D,20190724,000000,108.0800000,109.8200000,106.5400000,106.7800000,4109070
AFLT,D,20190725,000000,107.3000000,108.3600000,105.6800000,107.5000000,3421170
AFLT,D,20190726,000000,107.9800000,108.1400000,107.2000000,107.5800000,1486760
AFLT,D,20190729,000000,107.7000000,108.3000000,107.2200000,107.3000000,988050
AFLT,D,20190730,000000,106.9600000,107.5000000,106.6000000,106.7200000,1562070
AFLT,D,20190731,000000,106.7200000,108.0800000,106.7200000,106.9400000,3712340
AFLT,D,20190801,000000,107.1400000,109.7400000,106.3200000,107.7000000,3724430
AFLT,D,20190802,000000,105.5800000,107.2600000,104.5000000,106.6200000,4808290
AFLT,D,20190805,000000,106.2800000,106.8200000,102.6000000,103.5000000,4886770
AFLT,D,20190806,000000,103.3600000,106.0000000,103.2000000,104.7000000,3720450
AFLT,D,20190807,000000,104.7000000,105.8200000,103.6000000,105.2800000,4277550
AFLT,D,20190808,000000,105.3600000,109.0800000,105.1200000,108.8800000,6219400
AFLT,D,20190809,000000,109.2800000,110.3600000,107.4000000,108.8000000,6676420
AFLT,D,20190812,000000,109.1400000,111.0000000,109.1400000,110.5000000,5029640
AFLT,D,20190813,000000,110.3000000,111.9600000,110.0800000,110.3600000,6385150
AFLT,D,20190814,000000,110.6000000,111.3600000,110.1800000,110.8600000,4704060
AFLT,D,20190815,000000,110.9800000,112.4200000,110.5000000,112.3000000,6047390
AFLT,D,20190816,000000,112.3000000,112.4800000,108.8000000,110.4000000,5242500
AFLT,D,20190819,000000,110.9800000,111.2600000,108.7600000,109.4000000,2667350
AFLT,D,20190820,000000,109.4800000,109.6000000,108.2200000,109.2400000,3469460
AFLT,D,20190821,000000,109.0400000,111.7000000,108.7000000,111.3000000,3818260
AFLT,D,20190822,000000,111.3200000,111.8400000,102.0000000,110.0000000,8944510
AFLT,D,20190823,000000,110.0600000,110.3600000,108.3200000,108.5600000,2895550
AFLT,D,20190826,000000,108.4800000,109.5200000,107.6000000,109.3800000,1976600
AFLT,D,20190827,000000,109.3000000,109.8400000,108.5400000,109.0200000,4405130
AFLT,D,20190828,000000,108.8600000,109.6000000,108.7000000,109.4000000,4156940
AFLT,D,20190829,000000,109.5000000,109.7000000,108.5600000,109.0000000,3432430
AFLT,D,20190830,000000,108.7800000,110.3200000,107.7200000,109.7400000,8107830
AFLT,D,20190902,000000,109.5600000,109.7400000,107.8000000,107.8400000,4234110
AFLT,D,20190903,000000,107.8000000,108.0000000,104.9000000,106.5200000,7942420
AFLT,D,20190904,000000,106.4400000,106.7600000,104.7000000,106.2200000,4765300
AFLT,D,20190905,000000,106.2200000,106.3000000,105.3000000,105.8600000,2888040
AFLT,D,20190906,000000,105.8600000,105.9400000,104.4000000,104.4800000,3305670
AFLT,D,20190909,000000,104.7200000,106.5800000,104.7200000,106.3800000,3911660
AFLT,D,20190910,000000,106.4600000,107.2400000,105.5600000,105.7000000,3025530
AFLT,D,20190911,000000,105.7200000,106.7000000,105.7200000,106.5000000,2210170
AFLT,D,20190912,000000,106.8000000,106.8000000,105.7000000,106.3600000,2040910
AFLT,D,20190913,000000,106.5600000,107.3200000,106.1000000,106.4600000,1904180
